Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;Battery(mV);PosX(m);PosY(m);Angle(rad);Dist
30;0.0444;0.0593;0.0690;-0.0000;26;24;0;12154;0.2290;-0.0076;-0.0109;-0.0244
31;0.0481;0.0630;0.1034;-0.0000;26;24;0;12103;0.3053;0.0000;-0.0109;-0.0244
32;0.0519;0.0630;0.0345;-0.0000;24;24;0;12103;0.3511;0.0000;0.0111;-0.0244
33;0.0519;0.0667;0.0690;-0.0000;24;22;0;12103;0.3893;0.0000;0.0111;-0.0244
34;0.0556;0.0667;0.1034;-0.0000;24;22;0;12103;0.4275;0.0000;0.0111;-0.0244
35;0.0593;0.0704;0.0690;-0.0000;24;22;0;12154;0.4656;0.0000;0.0111;-0.0244
36;0.0593;0.0704;0.0690;-0.0000;24;22;0;12154;0.5038;0.0000;0.0331;-0.0244
37;0.0630;0.0741;0.1034;-0.0000;26;24;0;12154;0.5420;0.0000;0.0331;-0.0244
38;0.0630;0.0778;0.1034;-0.0000;26;24;0;12154;0.6183;0.0000;0.0331;0.0556
39;0.0630;0.0778;0.1379;-0.0000;28;24;0;12154;0.6641;0.0000;0.0551;0.0556
40;0.0667;0.0815;0.1379;-0.0000;28;26;0;12103;0.7023;0.0000;0.0551;0.0556
41;0.0667;0.0815;0.1724;-0.0000;30;26;0;12103;0.7023;0.0000;0.0770;0.0556
42;0.0667;0.0852;0.1724;-0.0000;30;28;0;12154;0.7023;0.0000;0.0770;0.0556
43;0.0667;0.0852;0.1379;-0.0000;32;30;0;12154;0.7786;0.0000;0.0770;0.0556
44;0.0704;0.0889;0.1724;-0.0000;34;30;0;12154;0.7786;0.0000;0.0990;0.0556
45;0.0704;0.0889;0.1379;-0.0000;36;32;0;12154;0.8168;0.0000;0.0990;0.0556
46;0.0704;0.0926;0.1379;-0.0000;38;34;0;12154;0.8168;0.0000;0.1210;0.0556
47;0.0704;0.0926;0.1724;-0.0000;40;36;0;12154;0.8550;0.0000;0.1210;0.0556
48;0.0704;0.0963;0.1724;-0.0000;40;38;0;12103;0.8931;0.0000;0.1430;0.0556
49;0.0704;0.1000;0.1724;-0.0000;44;38;0;12103;0.8931;0.0000;0.1430;0.0556
50;0.0741;0.1000;0.1724;-0.0000;46;40;0;12103;0.9313;0.0000;0.1649;0.0556
51;0.0741;0.1037;0.1724;-0.0000;48;44;0;12103;1.0153;0.0000;0.1649;0.0556
52;0.0741;0.1037;0.0345;-0.0000;50;48;0;12103;1.0153;0.0000;0.1869;0.0556
53;0.0741;0.1074;-0.0690;-0.0000;50;50;0;12103;1.0916;0.0000;0.1649;0.0556
54;0.0778;0.1074;-0.2414;-0.0000;46;50;0;12051;1.2061;0.0000;0.1649;0.0556
55;0.0778;0.1111;-0.2759;-0.0000;50;54;0;12051;1.2901;0.0000;0.1430;0.0556
56;0.0778;0.1111;-0.2069;-0.0000;52;56;0;12103;1.3282;0.0000;0.1430;0.0556
57;0.0778;0.1148;-0.1379;-0.0000;56;58;0;12051;1.4046;0.0000;0.1210;0.1355
58;0.0778;0.1148;0.0690;-0.0000;60;58;0;12051;1.4809;0.0000;0.1430;0.1355
59;0.0778;0.1185;0.1379;-0.0000;64;60;0;12000;1.5573;0.0000;0.1430;0.1355
60;0.0852;0.1185;0.1724;-0.0000;60;56;0;12051;1.7176;0.0000;0.1430;0.1355
61;0.0926;0.1222;0.2069;-0.0000;54;50;0;12000;1.8702;0.0000;0.1649;0.1355
62;0.0889;0.1259;0.1034;-0.0000;58;56;0;12000;1.9542;0.0000;0.1649;0.1355
63;0.0963;0.1259;-0.0000;-0.0000;52;52;0;12051;2.1069;0.0000;0.1649;0.1355
64;0.1037;0.1296;-0.0345;-0.0000;50;50;0;12051;2.2672;0.0000;0.1649;0.2155
65;0.1037;0.1296;-0.1034;-0.0000;50;50;0;12051;2.3817;0.0000;0.1649;0.2155
66;0.1000;0.1333;-0.1724;-0.0000;54;56;0;12051;2.4580;0.0000;0.1649;0.2155
67;0.1037;0.1333;-0.2069;-0.0000;54;58;0;12051;2.5802;0.0000;0.1430;0.2155
68;0.1111;0.1370;-0.2069;-0.0000;48;52;0;12000;2.7710;0.0000;0.1430;0.2155
69;0.1111;0.1370;-0.2069;-0.0000;50;54;0;12000;2.8931;0.0000;0.1210;0.2155
70;0.1185;0.1407;-0.2069;-0.0000;44;48;0;12051;3.0840;0.0000;0.1210;0.2955
71;0.1222;0.1407;-0.2069;-0.0000;44;46;0;12051;3.2443;0.0000;0.0990;0.2955
72;0.1222;0.1444;-0.2069;-0.0000;46;50;0;12051;3.3588;0.0000;0.0990;0.2955
73;0.1259;0.1444;-0.2069;-0.0000;46;48;0;12051;3.5191;0.0076;0.0770;0.2955
74;0.1296;0.1481;-0.1379;-0.0000;46;48;0;12103;3.6718;0.0076;0.0770;0.2955
75;0.1259;0.1519;-0.1379;-0.0000;50;52;0;12051;3.7939;0.0076;0.0770;0.3754
76;0.1222;0.1519;-0.0690;-0.0000;58;58;0;12051;3.8702;0.0076;0.0770;0.3754
77;0.1296;0.1556;-0.0345;-0.0000;54;52;0;12051;4.0611;0.0076;0.0770;0.3754
78;0.1333;0.1556;-0.0000;-0.0000;54;52;0;12051;4.2214;0.0076;0.0770;0.3754
79;0.1333;0.1593;0.0345;-0.0000;54;52;0;12051;4.3740;0.0076;0.0770;0.3754
80;0.1444;0.1593;0.0345;-0.0000;46;46;0;12000;4.6107;0.0076;0.0770;0.4554
81;0.1444;0.1630;0.0690;-0.0000;48;46;0;12051;4.7710;0.0076;0.0770;0.4554
82;0.1444;0.1630;-0.0000;-0.0000;48;48;0;12051;4.9237;0.0076;0.0770;0.4554
83;0.1481;0.1667;-0.0690;-0.0000;50;50;0;12051;5.0840;0.0076;0.0770;0.4554
84;0.1444;0.1667;-0.0690;-0.0000;56;56;0;12051;5.1985;0.0076;0.0770;0.4554
85;0.1444;0.1704;-0.1724;-0.0000;56;58;0;12051;5.3588;0.0076;0.0551;0.5353
86;0.1481;0.1704;-0.2069;-0.0000;52;56;0;12051;5.5496;0.0076;0.0551;0.5353
87;0.1593;0.1741;-0.1724;-0.0000;48;50;0;12000;5.7863;0.0076;0.0551;0.5353
88;0.1630;0.1778;-0.1724;-0.0000;46;48;0;12051;5.9847;0.0076;0.0331;0.5353
89;0.1667;0.1778;-0.1034;-0.0000;46;46;0;12051;6.1756;0.0076;0.0331;0.6153
90;0.1630;0.1815;-0.1034;-0.0000;48;50;0;12051;6.3359;0.0076;0.0331;0.6153
91;0.1667;0.1815;-0.0690;-0.0000;48;48;0;12103;6.5267;0.0076;0.0331;0.6153
92;0.1704;0.1852;-0.0345;-0.0000;48;48;0;12103;6.7252;0.0076;0.0111;0.6153
93;0.1704;0.1852;-0.0000;-0.0000;48;48;0;12051;6.9160;0.0076;0.0111;0.6153
94;0.1741;0.1889;-0.0000;-0.0000;48;48;0;12051;7.1145;0.0076;0.0111;0.6953
95;0.1778;0.1889;-0.0000;-0.0000;48;48;0;12103;7.3130;0.0076;0.0331;0.6953
96;0.1778;0.1926;-0.0000;-0.0000;50;48;0;12051;7.5038;0.0076;0.0331;0.6953
97;0.1778;0.1926;-0.0000;-0.0000;50;48;0;12051;7.7023;0.0076;0.0331;0.6953
98;0.1852;0.1963;-0.0000;-0.0000;46;46;0;12051;7.9389;0.0076;0.0331;0.7752
99;0.1889;0.2000;0.0345;-0.0000;44;42;0;12103;8.1679;0.0076;0.0331;0.7752
100;0.1926;0.2000;-0.0000;-0.0000;40;40;0;12103;8.4046;0.0076;0.0331;0.7752
101;0.1926;0.2037;-0.0000;-0.0000;44;44;0;12103;8.6031;0.0076;0.0331;0.8552
102;0.1926;0.2037;-0.0345;-0.0000;46;46;0;12103;8.7939;0.0076;0.0331;0.8552
103;0.1963;0.2074;-0.0345;-0.0000;44;44;0;12103;9.0305;0.0076;0.0331;0.8552
104;0.1963;0.2074;-0.0000;-0.0000;46;46;0;12103;9.2290;0.0076;0.0331;0.8552
105;0.2000;0.2111;-0.0345;-0.0000;46;46;0;12103;9.4656;0.0076;0.0331;0.9351
106;0.2037;0.2111;-0.0000;-0.0000;44;44;0;12103;9.6947;0.0076;0.0331;0.9351
107;0.2074;0.2148;-0.0000;-0.0000;44;44;0;12103;9.9313;0.0076;0.0331;0.9351
108;0.2111;0.2148;-0.0000;-0.0000;44;42;0;12103;10.1679;0.0076;0.0331;1.0151
109;0.2111;0.2185;-0.0000;-0.0000;44;42;0;12103;10.4046;0.0076;0.0331;1.0151
110;0.2111;0.2185;0.0690;-0.0000;48;46;0;12103;10.5954;0.0076;0.0331;1.0151
111;0.2074;0.2222;0.1034;-0.0000;52;50;0;12103;10.7939;0.0076;0.0551;1.0151
112;0.2111;0.2259;0.1379;-0.0000;52;48;0;12051;11.0305;0.0076;0.0551;1.0951
113;0.2148;0.2259;0.1379;-0.0000;52;50;0;12103;11.2595;0.0076;0.0770;1.0951
114;0.2148;0.2296;0.1379;-0.0000;52;50;0;12051;11.4962;0.0153;0.0770;1.0951
115;0.2185;0.2296;0.1034;-0.0000;52;50;0;12051;11.7328;0.0153;0.0770;1.0951
116;0.2185;0.2333;0.0690;-0.0000;54;50;0;12103;11.9695;0.0153;0.0990;1.1750
117;0.2222;0.2333;0.0345;-0.0000;50;48;0;12051;12.2366;0.0153;0.0990;1.1750
118;0.2259;0.2370;-0.0690;-0.0000;50;50;0;12051;12.4733;0.0153;0.0990;1.1750
119;0.2259;0.2370;-0.1034;-0.0000;52;52;0;12051;12.7099;0.0153;0.0770;1.2550
120;0.2259;0.2407;-0.1034;-0.0000;52;54;0;12103;12.9466;0.0153;0.0770;1.2550
121;0.2296;0.2407;-0.0690;-0.0000;50;52;0;12051;13.2214;0.0153;0.0770;1.2550
122;0.2296;0.2444;-0.0345;-0.0000;52;52;0;12051;13.4504;0.0153;0.0770;1.3349
123;0.2370;0.2444;0.0345;-0.0000;52;50;0;12051;13.7252;0.0153;0.0770;1.3349
124;0.2333;0.2481;0.1034;-0.0000;54;52;0;12051;13.9618;0.0153;0.0770;1.3349
125;0.2370;0.2519;0.1034;-0.0000;52;52;0;12051;14.2366;0.0153;0.0990;1.4149
126;0.2444;0.2519;0.0690;-0.0000;48;46;0;12051;14.5496;0.0153;0.0990;1.4149
127;0.2481;0.2556;0.1034;-0.0000;48;46;0;12103;14.8244;0.0153;0.0990;1.4149
128;0.2481;0.2556;0.1034;-0.0000;52;50;0;12103;15.0534;0.0153;0.1210;1.4949
129;0.2444;0.2593;0.1034;-0.0000;56;54;0;12051;15.2901;0.0153;0.1210;1.4949
130;0.2444;0.2593;0.0345;-0.0000;58;56;0;12103;15.5267;0.0153;0.1210;1.4949
131;0.2519;0.2630;-0.0345;-0.0000;52;52;0;12051;15.8397;0.0229;0.1210;1.5748
132;0.2556;0.2630;-0.0000;-0.0000;50;48;0;12051;16.1527;0.0229;0.1210;1.5748
133;0.2630;0.2667;-0.0000;-0.0000;46;46;0;12051;16.4657;0.0229;0.1210;1.5748
134;0.2593;0.2667;-0.0690;-0.0000;50;52;0;12103;16.7023;0.0229;0.1210;1.6548
135;0.2630;0.2704;-0.0690;-0.0000;48;48;0;12051;17.0153;0.0229;0.1210;1.6548
136;0.2667;0.2704;-0.0000;-0.0000;50;50;0;12051;17.2824;0.0229;0.1210;1.6548
137;0.2630;0.2741;-0.0000;-0.0000;56;54;0;12051;17.5191;0.0229;0.1210;1.7348
138;0.2667;0.2778;-0.0000;-0.0000;52;52;0;12051;17.8321;0.0229;0.1210;1.7348
139;0.2704;0.2778;-0.0345;-0.0000;50;50;0;12051;18.1450;0.0229;0.1210;1.8147
140;0.2704;0.2815;0.0345;-0.0000;52;52;0;12051;18.4198;0.0229;0.1210;1.8147
141;0.2704;0.2815;0.0345;-0.0000;54;54;0;12103;18.6947;0.0229;0.1210;1.8147
142;0.2741;0.2852;0.0345;-0.0000;54;52;0;12051;19.0076;0.0305;0.1210;1.8947
143;0.2778;0.2852;-0.0000;-0.0000;52;50;0;12051;19.3206;0.0305;0.1210;1.8947
144;0.2815;0.2889;0.0345;-0.0000;50;50;0;12051;19.6336;0.0305;0.1210;1.8947
145;0.2778;0.2889;0.0690;-0.0000;58;56;0;12051;19.9084;0.0305;0.1430;1.9746
146;0.2815;0.2926;0.0690;-0.0000;56;56;0;12051;20.2214;0.0305;0.1430;1.9746
147;0.2815;0.2926;-0.0000;-0.0000;60;58;0;12000;20.4962;0.0305;0.1430;1.9746
148;0.2815;0.2963;-0.0000;-0.0000;60;58;0;12051;20.8092;0.0305;0.1430;2.0546
149;0.2852;0.3000;0.1034;-0.0000;60;56;0;12051;21.1221;0.0305;0.1430;2.0546
150;0.2889;0.3000;0.0690;-0.0000;58;56;0;12000;21.4351;0.0305;0.1649;2.1346
151;0.2963;0.3037;-0.0000;-0.0000;54;52;0;12051;21.7863;0.0305;0.1649;2.1346
152;0.2926;0.3037;-0.0000;-0.0000;58;58;0;12051;22.0992;0.0382;0.1649;2.1346
153;0.2889;0.3074;-0.1724;-0.0000;62;64;0;12000;22.4122;0.0382;0.1430;2.2145
154;0.2926;0.3074;-0.2414;-0.0000;62;64;0;12000;22.7252;0.0382;0.1430;2.2145
155;0.3037;0.3111;-0.3448;-0.0000;52;58;0;12051;23.1145;0.0382;0.1210;2.2945
156;0.3000;0.3111;-0.3448;-0.0000;58;64;0;12000;23.3893;0.0382;0.0990;2.2945
157;0.3074;0.3148;-0.3448;-0.0000;52;56;0;12000;23.7786;0.0382;0.0770;2.3744
158;0.3111;0.3148;-0.2759;-0.0000;50;54;0;12051;24.1298;0.0382;0.0551;2.3744
159;0.3074;0.3185;-0.1034;-0.0000;56;58;0;12051;24.4046;0.0382;0.0551;2.3744
160;0.3037;0.3185;-0.0345;-0.0000;64;64;0;12051;24.6794;0.0382;0.0551;2.4544
161;0.3074;0.3222;-0.0000;-0.0000;62;62;0;12000;25.0305;0.0382;0.0551;2.4544
162;0.3185;0.3259;0.1034;-0.0000;56;54;0;12051;25.4198;0.0382;0.0551;2.5344
163;0.3148;0.3259;0.1724;-0.0000;60;56;0;12051;25.7328;0.0382;0.0770;2.5344
164;0.3222;0.3296;0.1379;-0.0000;54;52;0;12000;26.1298;0.0458;0.0770;2.5344
165;0.3259;0.3296;0.1724;-0.0000;54;50;0;12000;26.4809;0.0458;0.0990;2.6143
166;0.3259;0.3333;0.1724;-0.0000;58;54;0;12051;26.7939;0.0458;0.0990;2.6143
167;0.3259;0.3333;-0.1379;-0.0000;56;56;0;12051;27.1450;0.0458;0.0990;2.6943
168;0.3296;0.3370;-0.1379;-0.0000;56;56;0;12000;27.4962;0.0458;0.0990;2.6943
169;0.3296;0.3370;-0.2069;-0.0000;58;62;0;12051;27.8092;0.0458;0.0770;2.7742
170;0.3333;0.3407;-0.3103;-0.0000;54;58;0;12051;28.1985;0.0458;0.0551;2.7742
171;0.3370;0.3407;-0.2414;-0.0000;54;58;0;12051;28.5496;0.0458;0.0551;2.8542
172;0.3370;0.3444;-0.3103;-0.0000;54;60;0;12051;28.9008;0.0458;0.0331;2.8542
173;0.3407;0.3444;-0.2414;-0.0000;52;56;0;12051;29.2977;0.0458;0.0331;2.8542
174;0.3481;0.3481;-0.1724;-0.0000;50;52;0;12051;29.6870;0.0458;0.0111;2.9342
175;0.3481;0.3519;-0.0690;-0.0000;52;54;0;12051;30.0382;0.0458;0.0111;2.9342
176;0.3444;0.3519;0.0690;-0.0000;60;58;0;12103;30.3511;0.0458;0.0111;3.0141
177;0.3444;0.3556;0.0690;-0.0000;62;60;0;12051;30.7023;0.0458;0.0111;3.0141
178;0.3444;0.3556;0.1034;-0.0000;64;62;0;12051;31.0534;0.0458;0.0331;3.0941
179;0.3481;0.3593;0.1379;-0.0000;62;58;0;12000;31.4427;0.0458;0.0331;3.0941
180;0.3519;0.3593;0.0690;-0.0000;58;58;0;12051;31.8397;0.0458;0.0331;3.1741
181;0.3556;0.3630;0.1034;-0.0000;58;56;0;12000;32.2290;0.0458;0.0551;3.1741
182;0.3593;0.3630;0.0345;-0.0000;56;54;0;12000;32.6183;0.0458;0.0551;3.2540
183;0.3630;0.3667;-0.0345;-0.0000;54;54;0;12051;33.0076;0.0534;0.0551;3.2540
184;0.3630;0.3667;-0.0000;-0.0000;58;58;0;12051;33.3588;0.0534;0.0551;3.3340
185;0.3667;0.3704;-0.1379;-0.0000;54;56;0;12051;33.7939;0.0534;0.0551;3.3340
186;0.3630;0.3704;-0.2069;-0.0000;60;64;0;12051;34.1069;0.0534;0.0331;3.3340
187;0.3630;0.3741;-0.1379;-0.0000;64;65;0;12051;34.4580;0.0534;0.0331;3.4139
188;0.3630;0.3778;-0.2069;-0.0000;64;65;0;12000;34.8473;0.0534;0.0111;3.4139
189;0.3704;0.3778;-0.1034;-0.0000;60;60;0;12000;35.2824;0.0534;0.0111;3.4939
190;0.3778;0.3815;-0.0000;-0.0000;58;56;0;12051;35.7099;0.0534;0.0111;3.4939
191;0.3815;0.3815;-0.1034;-0.0000;54;54;0;12051;36.1374;0.0534;0.0111;3.5739
192;0.3815;0.3852;0.0345;-0.0000;56;54;0;12051;36.5344;0.0534;0.0111;3.5739
193;0.3889;0.3852;0.0345;-0.0000;54;52;0;12000;36.9618;0.0534;0.0111;3.6538
194;0.3852;0.3889;0.0345;-0.0000;58;58;0;12051;37.3130;0.0534;0.0111;3.6538
195;0.3852;0.3889;0.1034;-0.0000;60;58;0;12051;37.7023;0.0534;0.0331;3.7338
196;0.3815;0.3926;-0.0345;-0.0000;65;65;0;12051;38.0992;0.0534;0.0331;3.7338
197;0.3815;0.3926;-0.0690;-0.0000;65;65;0;12051;38.5267;0.0534;0.0111;3.8137
198;0.3815;0.3963;-0.0345;-0.0000;67;67;0;12051;38.9160;0.0534;0.0111;3.8137
199;0.3889;0.4000;-0.1724;-0.0000;62;64;0;12000;39.4656;0.0534;0.0111;3.8937
200;0.3889;0.4000;-0.1379;-0.0000;64;65;0;12000;39.8550;0.0534;0.0111;3.9737
201;0.4000;0.4037;-0.0690;-0.0000;58;58;0;12051;40.3282;0.0534;0.0111;3.9737
202;0.3963;0.4037;-0.1034;-0.0000;62;62;0;12000;40.7176;0.0534;-0.0109;4.0536
203;0.4000;0.4074;0.0690;-0.0000;62;60;0;12000;41.1832;0.0534;0.0111;4.0536
204;0.4000;0.4074;-0.0000;-0.0000;64;64;0;12051;41.5802;0.0534;0.0111;4.1336
205;0.4037;0.4111;-0.0345;-0.0000;64;64;0;12000;42.0076;0.0534;0.0111;4.1336
206;0.4000;0.4111;0.0345;-0.0000;67;65;0;12000;42.3969;0.0534;0.0111;4.2135
207;0.4074;0.4148;-0.0690;-0.0000;62;64;0;12000;42.8702;0.0534;0.0111;4.2135
208;0.4148;0.4148;-0.1034;-0.0000;58;60;0;12000;43.3359;0.0534;-0.0109;4.2935
209;0.4185;0.4185;-0.0690;-0.0000;54;56;0;12000;43.8092;0.0534;-0.0109;4.3735
210;0.4222;0.4185;-0.0690;-0.0000;52;52;0;12051;44.2748;0.0534;-0.0109;4.3735
211;0.4259;0.4222;-0.0690;-0.0000;54;54;0;12051;44.7099;0.0534;-0.0109;4.4534
212;0.4259;0.4259;-0.0345;-0.0000;56;56;0;12051;45.1374;0.0534;-0.0109;4.4534
213;0.4185;0.4259;-0.0345;-0.0000;65;65;0;12051;45.4886;0.0534;-0.0109;4.5334
214;0.4148;0.4296;0.0690;-0.0000;71;69;0;12000;45.8779;0.0534;-0.0109;4.5334
215;0.4148;0.4296;-0.0000;-0.0000;71;69;0;12051;46.3130;0.0534;-0.0109;4.6133
216;0.4222;0.4333;-0.1034;-0.0000;67;67;0;12000;46.8168;0.0534;-0.0109;4.6133
217;0.4222;0.4333;-0.1034;-0.0000;69;69;0;12000;47.2901;0.0534;-0.0109;4.6933
218;0.4296;0.4370;-0.1379;-0.0000;62;65;0;12000;47.7939;0.0534;-0.0109;4.7733
219;0.4370;0.4370;-0.1724;-0.0000;56;60;0;12000;48.3053;0.0534;-0.0328;4.7733
220;0.4444;0.4407;-0.0345;-0.0000;52;54;0;12000;48.8168;0.0534;-0.0328;4.8532
221;0.4407;0.4407;-0.1034;-0.0000;60;62;0;12051;49.2061;0.0534;-0.0328;4.8532
222;0.4370;0.4444;-0.0000;-0.0000;64;64;0;12051;49.6336;0.0534;-0.0328;4.9332
223;0.4370;0.4444;0.0345;-0.0000;67;67;0;12000;50.0687;0.0534;-0.0328;4.9332
224;0.4370;0.4481;0.0345;-0.0000;71;69;0;12000;50.4962;0.0534;-0.0328;5.0132
225;0.4444;0.4519;0.1379;-0.0000;65;64;0;12000;51.0076;0.0534;-0.0328;5.0931
226;0.4444;0.4519;0.1034;-0.0000;65;64;0;12000;51.4733;0.0534;-0.0109;5.0931
227;0.4556;0.4556;0.1034;-0.0000;58;56;0;12000;52.0229;0.0534;-0.0109;5.1731
228;0.4667;0.4556;0.1379;-0.0000;52;48;0;12000;52.5725;0.0534;0.0111;5.2530
229;0.4667;0.4593;0.0345;-0.0000;52;52;0;12051;53.0382;0.0534;0.0111;5.2530
230;0.4630;0.4593;0.1034;-0.0000;58;56;0;12051;53.4656;0.0534;0.0111;5.3330
231;0.4593;0.4630;0.0345;-0.0000;62;62;0;12051;53.9008;0.0534;0.0111;5.3330
232;0.4593;0.4630;0.0345;-0.0000;64;64;0;12051;54.3664;0.0534;0.0111;5.4130
233;0.4593;0.4667;0.0690;-0.0000;65;64;0;12051;54.8397;0.0534;0.0331;5.4130
234;0.4630;0.4667;0.0345;-0.0000;62;62;0;12000;55.3435;0.0534;0.0331;5.4929
235;0.4704;0.4704;-0.0000;-0.0000;60;60;0;12000;55.8550;0.0534;0.0331;5.5729
236;0.4778;0.4704;0.0345;-0.0000;56;56;0;12051;56.4046;0.0534;0.0331;5.5729
237;0.4778;0.4741;0.0345;-0.0000;54;54;0;12051;56.9084;0.0534;0.0331;5.6528
238;0.4778;0.4778;0.1379;-0.0000;58;56;0;12051;57.3817;0.0534;0.0331;5.7328
239;0.4778;0.4778;0.1379;-0.0000;62;60;0;12051;57.8473;0.0534;0.0551;5.7328
240;0.4778;0.4815;0.2069;-0.0000;64;62;0;12051;58.3588;0.0611;0.0551;5.8128
241;0.4704;0.4815;0.2414;-0.0000;71;67;0;12051;58.7863;0.0611;0.0770;5.8128
242;0.4741;0.4852;0.2069;-0.0000;71;67;0;12000;59.2977;0.0611;0.0990;5.8927
243;0.4815;0.4852;0.2069;-0.0000;65;62;0;12051;59.8473;0.0611;0.0990;5.9727
244;0.4852;0.4889;0.1034;-0.0000;64;64;0;12000;60.3511;0.0611;0.1210;5.9727
245;0.4852;0.4889;-0.0345;-0.0000;64;64;0;12000;60.8626;0.0611;0.1210;6.0526
246;0.4852;0.4926;0.0345;-0.0000;67;67;0;12000;61.3664;0.0611;0.1210;6.1326
247;0.4889;0.4926;-0.0000;-0.0000;67;67;0;12000;61.8779;0.0611;0.1210;6.1326
248;0.4852;0.4963;0.0345;-0.0000;71;71;0;12000;62.3893;0.0687;0.1210;6.2126
249;0.4852;0.5000;0.1034;-0.0000;75;75;0;11949;62.8550;0.0687;0.1210;6.2126
250;0.4889;0.5000;0.1379;-0.0000;71;69;0;12000;63.4046;0.0687;0.1430;6.2925
251;0.4926;0.5000;0.2069;-0.0000;67;64;0;12000;63.9542;0.0687;0.1430;6.3725
252;0.5037;0.5000;0.1379;-0.0000;58;56;0;12000;64.5420;0.0687;0.1649;6.4525
253;0.5000;0.5000;0.1034;-0.0000;60;58;0;12000;65.0076;0.0687;0.1649;6.4525
254;0.5000;0.5000;0.1379;-0.0000;60;58;0;12051;65.5191;0.0763;0.1649;6.5324
255;0.5000;0.5000;0.1724;-0.0000;58;56;0;12000;66.0229;0.0763;0.1869;6.5324
256;0.5074;0.5000;0.1724;-0.0000;54;52;0;12051;66.5725;0.0763;0.1869;6.6124
257;0.5074;0.5000;0.2414;-0.0000;56;52;0;12051;67.0840;0.0763;0.2089;6.6923
258;0.5111;0.5000;0.2414;-0.0000;50;46;0;12051;67.6260;0.0840;0.2308;6.6923
259;0.5111;0.5000;0.2069;-0.0000;50;48;0;12051;68.1374;0.0840;0.2308;6.7723
